firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons
ASOS,2020-10-08, Merchandising Assistant,"Former Employee, more than 3 years","London, England, England",2,1.0,2.0,4.0,4.0,1.0,3.0,o,r,o,Very little pay for the ridiculous amount of overtime,"You make good friends, get freebies, there are parties","The assistants earn 18-22k and this is not enough to live in London, especially when you have to get in for 6.45-7am on Mondays and rarely get out of work before 7pm. There is a culture of over-working and if you try to go home on time there can be comments (I should mention there is a clever clause in your contract that states that you might have to work overtime for free!). Also its very high stress for the pay you get and as much as some people are lovely, some are awful and on more than one occasion I've heard people crying in the toilets."
ASOS,2020-12-27, Merchandiser Administrative Assistant,"Current Employee, less than 1 year","London, England, England",3,3.0,3.0,3.0,3.0,4.0,3.0,v,r,r,MA,"Flexible, active, facilities, perks, people",Salary isn’t the greatest for the level of work done
ASOS,2020-12-06, Currently Unemployed and Seeking Work,Former Employee,"Luton, East of England, England, England",2,3.0,4.0,5.0,2.0,3.0,1.0,x,r,x,Ridiculous company and unprofessional,"Great colleagues
Free Coffee & Tea stations
Great relaxation areas for break times","Rubbish management
You're treated like a child
Never an available manager when you need one
Managers don't seem to understand the job of standard advisors"
ASOS,2021-02-09, Anonymous Employee,"Former Employee, more than 1 year","London, England, England",5,4.0,5.0,4.0,4.0,5.0,3.0,v,v,v,Great place to work!,"- Loads of opportunities to develop and take on new challenges with trust from management
- Extremely fast paced, so not for the faint hearted, but I absolutely loved how quickly ASOS moves
- No day is every the same - you will never be bored 
- ASOS really looks after its people, especially compared to other retailers; there’s so much development and training if you look for it and if you’re someone who doesn’t have to be spoon fed everything
- So many virtual events were put on through lockdown, especially around well-being
- Salary and benefits are good compared to competitors","Sometimes can feel a little hectic, so not everyone’s cup of tea. However if you can handle it, you’ll thrive at ASOS."
ASOS,2021-02-25, Buying Assistant,"Current Employee, more than 1 year","London, England, England",4,1.0,1.0,1.0,1.0,3.0,3.0,o,o,o,Slow progression,Good culture and fun parties to attend,VERY SLOW progression and not enough time to do all tasks
ASOS,2021-05-08, Digital Analyst,"Current Employee, more than 1 year","London, England, England",5,4.0,5.0,5.0,4.0,4.0,5.0,v,v,v,Great Place to Work,"Discount, great people, beautiful office, interesting projects","long work hours, normal pay"
ASOS,2021-04-24, Task Team,"Current Employee, more than 1 year","London, England, England",3,3.0,3.0,4.0,1.0,2.0,3.0,v,o,r,customer service,"fun atmosphere, perks, discount, teams",lack of progression low Pay
ASOS,2021-04-07, Anonymous Employee,Current Employee,"London, England, England",4,5.0,5.0,4.0,4.0,5.0,4.0,v,v,o,Most diverse place I've ever worked,"Compared to a lot of companies, it's quite diverse. Fun culture.","Communications need some improvement, lack of diversity in exec board & leadership"
ASOS,2021-02-11, Business Analyst,"Former Employee, more than 1 year","London, England, England",1,4.0,1.0,4.0,1.0,4.0,1.0,x,v,v,Cons and vendors,Sample sales and social aspect,Office politics and high turnover
ASOS,2020-11-11, People Administrator,"Former Employee, more than 1 year","London, England, England",4,4.0,4.0,5.0,3.0,3.0,3.0,v,o,x,Above average employer but lost its spark,"great people, cool office space, good exposure","perks were good at first but were stripped back, unequal pay, poor manager (as direct reports, we had more experience and knowledge than the person we reported into)"
ASOS,2021-02-07, Senior Assistant Merchandiser,"Former Employee, less than 1 year","London, England, England",1,1.0,1.0,1.0,1.0,1.0,1.0,x,x,x,If you value your mental health (and you should) DO NOT work here.,"40% discount and office environment. Good food, beauty treatment and gym (in a non Covid world)","Where do I begin. Everything was wrong from the start. They were not geared up to welcome new starters and I waited 8 weeks for the systems access in order to do my job properly. I then waited a further 4 weeks for my line manager to hand over jobs to me because they are the worst micro managers and don’t know how to delegate or manage their time. On top of that the blame culture within ASOS is the worst I have ever experienced, no one is accountable for anything with a lot of people looking to hide mistakes, blame someone else and talk down to you. I have spent the last 5 months being gaslighted by my boss who is incompetent and thrives off making people feel bad about themselves. The systems at ASOS are not fit for purpose and you spend 80% of your time waiting for reports to run/information to come back and even then you have to run 3 reports because the reporting system can’t handle the amount of lines you’re reporting on. The whole set up is a waste of people’s time and skills. I am fortunate enough to have never suffered from my mental health prior to working here but the way I have been treated at ASOS means I have suffered from the worst anxiety and panic attacks ever. There hasn’t been a day I haven’t cried or been treated poorly and the job isn’t worth it, the workload and the pay is the worst. Don’t put yourself through it. They email on sundays and at 9pm + and it is not conducive to good work life balance or a happy lifeX"
ASOS,2021-01-17, Senior Buying Administration Assistant,"Former Employee, more than 3 years","London, England, England",3,1.0,2.0,2.0,1.0,5.0,1.0,o,o,o,Buying,Surrounded by talented creative people,Long hours poor time management and slow progression
ASOS,2021-03-16, Manager,"Current Employee, more than 3 years","London, England, England",5,2.0,5.0,3.0,4.0,3.0,5.0,v,o,v,Great Company,"A lot of support and growth, HR really make sure they communicate support for all",Fast growing company that cant keep up with growth spurt
ASOS,2021-02-16, Merchandising Administrator,Current Employee,"London, England, England",5,2.0,3.0,4.0,5.0,5.0,4.0,v,v,v,Great,Big Company and great experience,Big company so can get lost amongst other employees
ASOS,2021-01-21, Head Office,"Current Employee, more than 5 years","London, England, England",3,1.0,2.0,1.0,3.0,4.0,1.0,x,x,r,Has changed dramatically over the years,Team members and staff discount,"Increasingly corporate
Lack of diversity throughout and within board
Made to come into the office throughout COVID
So much work and not much appreciation"
ASOS,2021-02-05, Assistant Merchandiser,"Current Employee, more than 3 years","London, England, England",5,4.0,5.0,5.0,4.0,5.0,4.0,v,r,v,One of the better ones in the industry,"Great Discount
Amazing Staff
Free on site gym
Canteen","Slow progression
Slow integration of new systems"
ASOS,2021-02-26, Assistant Merchandiser,"Former Employee, less than 1 year","London, England, England",2,1.0,5.0,5.0,1.0,5.0,1.0,o,o,o,Good pay but lack of career progression and training,Good pay and a sociable environment,"lack of career progression, management go on holiday when you're a new starter leaving you to manage a department on your own, you work long hours with no appreciation"
ASOS,2020-12-15, Anonymous Employee,"Current Employee, more than 5 years","London, England, England",4,4.0,4.0,3.0,4.0,4.0,4.0,v,v,v,Good,"Discount, benefits, culture, progression, balance",Some benefits being taken away
ASOS,2021-02-10, Customer Service Representative,"Former Employee, more than 1 year","Hemel Hempstead, England, England",2,4.0,2.0,2.0,1.0,2.0,1.0,o,o,o,Don't Care About their staff,"Flexible working patterns
Occasional sample Sale","Progression based on who you know rather than skills or experience
All employees are disposable"
ASOS,2021-01-09, Team Leader,"Former Employee, more than 3 years","Leavesden Green, England, England",4,3.0,5.0,5.0,1.0,5.0,5.0,x,v,x,Great,Good Company as they put the workers first,Salary does not show that they put the workers first.
ASOS,2021-01-31, Merchandising Administration Assistant,"Current Employee, more than 1 year","London, England, England",2,1.0,2.0,2.0,1.0,3.0,2.0,x,v,x,It’s bittersweet,"Staff discount is 40%, nice building","Secondary school environment, slow progression you have tiers in the job roles eg MA has 3 levels to pass to become an AM could take up to 6 years to progress to the level above. Pay is shocking you’ll get better pay in a supermarket, no disrespect. It isn’t what you think it will be I wish I listened to the reviews before I started. Expected to work long hours without recognition. Treated like a child"
ASOS,2021-01-25, Product Designer,"Current Employee, more than 1 year","London, England, England",4,4.0,5.0,5.0,3.0,4.0,1.0,v,v,v,OK now but used to be great,"Good tech/design based culture.
Flexible working hours.
Good discount.
Great diversity.","A lot of benefits have gone.
Our team has lost two thirds of the people but there's the same amount of work or more. No time to focus on personal growth or anything else because there's so much work.
Design leadership also gone so there's no direction or inspiration any more."
ASOS,2021-05-15, Human Resources Administrator,"Current Employee, more than 1 year","London, England, England",4,4.0,5.0,4.0,4.0,3.0,3.0,v,v,v,Overall good company to work for,Employee discount and staff sample sales are fantastic. Social events such as Friday drinks and summer/winter parties were also a great way to gather all employees together,Clear favouritism within the organisation and salary did not quite match with the workload
ASOS,2021-05-09, Lead Software Engineer,"Current Employee, more than 3 years","London, England, England",4,4.0,5.0,5.0,5.0,4.0,5.0,v,v,v,"Fantastic place to learn, grow and contribute as an Engineer","* One of the best environments I have experienced for Engineers to learn from each other, contribute and lead/spearhead technical changes.
* One day a month dedicated to self-improvement and learning.
* Huge amount of support to get technical qualifications (e.g. - Azure developer certifications + exams)
* Subsidised canteen, coffee shop, gym, and wellness and beauty treatments","* Management are often quite late in sharing organisational changes
* For the work that LSEs do, they deserve a little more compensation"
ASOS,2020-11-15, Customer Care Representative,"Former Employee, more than 3 years","Leavesden Green, England, England",3,5.0,2.0,5.0,5.0,5.0,1.0,v,x,o,Great Place to work,"Amazing staff discount and sales, Self expression in terms of clothing and hair colours/styles isn't frowned upon - overall young fresh environment. Staff members are always willing to help each other when needed. The team based work environment make it easier to hit targets and form bonds with colleagues. The break fast in the canteen is delicious.",A lot of empty promises in the end as a lot of us were made redundant (not due to COVID)
ASOS,2021-02-03, Customer Care Advisor,"Former Employee, less than 1 year","Watford, East of England, England, England",5,5.0,4.0,5.0,3.0,4.0,3.0,o,o,o,Not bad,free coffees and hot drinks and fruit in the office,very strict timings on breaks- micromanaged
ASOS,2020-12-11, Senior Assistant Buyer,"Current Employee, more than 3 years","London, England, England",4,2.0,4.0,2.0,2.0,4.0,3.0,v,v,v,Senior Assistant Buyer-ASOS,"Staff discount, sample sales, great product",So many levels promotions are slow. Fast paced with heavy workload
ASOS,2021-05-17, Assistant Merchandiser,"Former Employee, more than 1 year","London, England, England",4,3.0,4.0,5.0,5.0,5.0,4.0,v,v,v,Decent place to work,"Working on menswear was great - such a good vibe and atmosphere
Great benefits - discount/holidays/parties/socials/onsite gym
Opportunities for progression
Amazing office","Working on womenswear - not such a good vibe
Some people have big egos
Teams work differently within a department"
ASOS,2021-05-03, Customer Care Advisor,"Former Employee, more than 1 year","Watford, East of England, England, England",3,4.0,4.0,4.0,3.0,3.0,3.0,x,r,r,Okay,"Good pension scheme, gym onsite, free parking, sample sales, 40% staff discount, Friday drinks.",Outsourcing to poor external company caused more problems than it solved. Benefits increasingly reduced. Hamstrung by poor policies e.g. we would be punished if we attempted to refund a delivery charge (for a late delivery or in the case that an order wasn't delivered) unless the customer actively asked us to.
ASOS,2021-01-14, Software Engineer,"Former Employee, more than 1 year","London, England, England",3,5.0,5.0,5.0,3.0,4.0,1.0,v,x,v,"Great people, terrible upper management","Fantastic engineers, great culture (when we're allowed in the office) lovely office, sample sale, employee discount of 40%, canteen",Below industry standard for pay. The only other issue I have is how management speak to the rest of asos. See below.
ASOS,2021-03-15, Merchandising Administrator,"Current Employee, more than 3 years","London, England, England",4,4.0,5.0,5.0,4.0,5.0,5.0,v,r,v,Good company to work for,Good perks and nice culture,None that you don't get in any job
ASOS,2020-12-18, QA Engineer,"Former Employee, more than 1 year","London, England, England",1,3.0,4.0,4.0,2.0,2.0,2.0,x,v,x,Good company but poorly managed,"- Really good social events
- Nice office","- Micro managing QA leads
- Projects didn't have direction and were running over budget
- Business didn't have much confidence in the tech team"
ASOS,2020-12-29, Buyer,Current Employee,"London, England, England",4,3.0,4.0,3.0,3.0,4.0,3.0,v,x,v,Solid high street employer,"No blame
Good Perks
More support vs competitors","Bottle neck for progression
Becoming more corporate losing core values"
